102709|SUPERLIGA 66|CINEPORT|ALFREDO PEREIRA DA SILVA|1000441|1000326|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420109/2014|900.00|2014-12-17|PRODUÇÃO|JP BALÕES|
103240|TAG GROUP|FESTIVAL DE MUSICA CLASSICA 2|REDE LITORANEA DE RADIO LTDA|2100|1001626|222/2013 ADITIVO- 03|25/11/2014 a24/05/2015|420034/2015|3724.80|2015-02-06|VEICULAÇÃO|RADIO CBN|
103085|TAG GROUP|EDITAIS JAN|JORNAL CORREIO DA PARAIBA LTDA|147330|1001176|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420107/2014|392.85|2014-12-03|VEICULAÇÃO|JORNAL CORREIO|
104183|SUPERLIGA 66|JOÃO PESSOA ARTESA|SUPERLIGA 66 COMUNICAÇÃO LTDA|1001250|1001250|222/2013 ADITIVO- 07|25/11/2017 A 24/05/2017|420011/2017|747.20|2017-02-10|CRIAÇÃO|SUPERLIGA 66|
104321|TAG ZAG|CRIAÇÃO DIVERSOS CARNAVAL|TAG GROUP COMUNICAÇÃO LTDA|1003450|1003450|222/2013 ADITIVO- 07|25/11/2016 A 24/05/2017|420061/2017|75908.00|2017-05-10|CRIAÇÃO|TAG|
103393|TAG GROUP|VEICULAÇÃO DE  ENCARTES|JORNAL CORREIO DA PARAIBA LTDA|157059|1001883|222/2013 ADITIVO- 03|25/11/2014 a24/05/2015|420034/2015|10292.28|2015-05-26|VEICULAÇÃO|JORNAL CORREIO|
103979|ART&C|ACOMPANHAMENTO SETEMBRO|COMVIDEO PRODUÇÕES BROADCAST LTDA|1000036|1000095|222/2013 ADITIVO- 04|25/05/2015 A 24/11/2015|420160/2015|66441.25|2016-06-10|PRODUÇÃO|COMVIDEO|
103910|SUPERLIGA 66|ZIKA VIRUS|RADIO JORNAL DE JOAO  PESSOA LTDA|1286|1000802|222/2013 ADITIVO- 05|25/05/2015 A 24/11/2016|420190/2015|11174.40|2016-02-25|VEICULAÇÃO|RADIO MIX|
104708|TAG ZAG|VEICULAÇÃO AGOSTO|RADIO FM CORREIO DE JOAO PESSOA LTDA|18527|1003738|222/2013 ADITIVO- 08|25/05/2017 A 24/11/2017|420114/2017|14550.00|2017-10-11|VEICULAÇÃO|RADIO 98 CORREIO FM|
104586|ART&C|HABITAÇÃO|ALAN KARDEC BORGES DE SOUZA|503097|1000380|222/2013 ADITIVO- 08|25/05/2017 A 24/11/2017|420107/2017|3637.50|2017-09-15|VEICULAÇÃO|PORTAL POLITIKA|
104625|TAG ZAG|CUIDADO|CANARIO PRODUTORA DE VIDEO LTDA|1000351|1003660|222/2013 ADITIVO- 08|25/05/2017 A 24/11/2017|420114/2017|94300.00|2017-09-15|PRODUÇÃO|CANARIO FILMES|
102314|SUPER LIGA 66|NATAL POPULAR|EMP. DE TELEVISÃO JOÃO PESSOA LTDA|19327|100057|222/2013|25/11/2013 a 24/05/2014|420291/2013|49473.60|2014-01-17|VEICULAÇÃO|TV  CORREIO|
102654|SUPERLIGA66|PAIXÃO DE CRISTO|GRAFICA JB TLDA|1003836|1000187|222/2013 ADITIVO- 02|25/05/2014 a24/11/2014|420109/2014|681.00|2014-06-16|PRODUÇÃO|GRÁFICA JB|
104227|SUPERLIGA 66|LGBT|ADESIVO DOIS COMUNICAÇÃO LTDA|1001989|1001284|222/2013 ADITIVO- 07|25/11/2016 A 24/05/2017|420028/2017|336.70|2017-03-10|PRODUÇÃO|ADESIVO DOIS|
103799|SUPERLIGA 66|TRANSPARENCIA NOVEMBRO|RADIO E TELEVISAO PARAIBANA LTDA|4720|1000746|222/2013 ADITIVO- 05|25/05/2015 A 24/11/2016|420174/2015|8070.40|2015-12-18|VEICULAÇÃO|RADIO SUCESSO FM|
103955|TAG GROUP|CRIAÇÃO|TAG GROUP COMUNICAÇÃO LTDA|1002757|1002757|222/2013 ADITIVO- 05|25/05/2015 A 24/11/2016|420013/2016|12356.80|2016-04-13|VEICULAÇÃO|TAG ZAG|
